Frame	Timestamp(s)	VAD_Score	VAD_Result
256	4.096	0.775015	1
257	4.112	0.786571	1
258	4.128	0.801107	1
259	4.144	0.793918	1
260	4.160	0.810824	1
261	4.176	0.827682	1
262	4.192	0.842488	1
263	4.208	0.813211	1
264	4.224	0.766019	1
265	4.240	0.770042	1
266	4.256	0.781145	1
267	4.272	0.802140	1
268	4.288	0.803010	1
269	4.304	0.809883	1
270	4.320	0.821378	1
271	4.336	0.848121	1
272	4.352	0.864082	1
273	4.368	0.849215	1
274	4.384	0.819219	1
275	4.400	0.837530	1
276	4.416	0.839873	1
277	4.432	0.785184	1
278	4.448	0.805183	1
279	4.464	0.778103	1
280	4.480	0.814277	1
281	4.496	0.841633	1
282	4.512	0.846193	1
283	4.528	0.840631	1
284	4.544	0.813175	1
285	4.560	0.809056	1
286	4.576	0.854501	1
287	4.592	0.829936	1
288	4.608	0.848350	1
289	4.624	0.852377	1
290	4.640	0.835697	1
291	4.656	0.789222	1
292	4.672	0.786248	1
293	4.688	0.760409	1
294	4.704	0.768044	1
295	4.720	0.773575	1
296	4.736	0.804025	1
297	4.752	0.784871	1
298	4.768	0.798679	1
299	4.784	0.808721	1
300	4.800	0.801761	1
301	4.816	0.792718	1
302	4.832	0.808585	1
303	4.848	0.798336	1
304	4.864	0.812393	1
305	4.880	0.845755	1
306	4.896	0.841575	1
307	4.912	0.816874	1
308	4.928	0.833575	1
309	4.944	0.835985	1
310	4.960	0.831288	1
311	4.976	0.805908	1
312	4.992	0.844092	1
313	5.008	0.823820	1
314	5.024	0.784373	1
315	5.040	0.788951	1
316	5.056	0.752118	1
317	5.072	0.732399	1
318	5.088	0.752411	1
319	5.104	0.793272	1
320	5.120	0.814250	1
321	5.136	0.773051	1
322	5.152	0.836861	1
323	5.168	0.852411	1
324	5.184	0.843673	1
325	5.200	0.837557	1
326	5.216	0.827102	1
327	5.232	0.830493	1
328	5.248	0.700273	1
329	5.264	0.683610	1
330	5.280	0.631600	1
331	5.296	0.654990	1
332	5.312	0.695999	1
333	5.328	0.641270	1
334	5.344	0.631583	1
335	5.360	0.626831	1
336	5.376	0.581693	1
337	5.392	0.683969	1
338	5.408	0.690457	1
339	5.424	0.705718	1
340	5.440	0.738844	1
341	5.456	0.786457	1
342	5.472	0.747233	1
343	5.488	0.766571	1
344	5.504	0.810496	1
345	5.520	0.802634	1
346	5.536	0.832871	1
347	5.552	0.828107	1
348	5.568	0.828302	1
349	5.584	0.844300	1
350	5.600	0.862237	1
351	5.616	0.880219	1
352	5.632	0.919208	1
353	5.648	0.913325	1
354	5.664	0.898125	1
355	5.680	0.869278	1
356	5.696	0.861065	1
357	5.712	0.858220	1
358	5.728	0.859314	1
359	5.744	0.876350	1
360	5.760	0.894963	1
361	5.776	0.811767	1
362	5.792	0.827769	1
363	5.808	0.875576	1
364	5.824	0.879627	1
365	5.840	0.870310	1
366	5.856	0.868637	1
367	5.872	0.872260	1
368	5.888	0.882194	1
369	5.904	0.884187	1
370	5.920	0.877464	1
371	5.936	0.871749	1
372	5.952	0.874887	1
373	5.968	0.876530	1
374	5.984	0.875637	1
375	6.000	0.881725	1
376	6.016	0.867727	1
377	6.032	0.808211	1
378	6.048	0.831494	1
379	6.064	0.867309	1
380	6.080	0.922014	1
381	6.096	0.889665	1
382	6.112	0.874718	1
383	6.128	0.865887	1
384	6.144	0.837277	1
385	6.160	0.859062	1
386	6.176	0.882001	1
387	6.192	0.868842	1
388	6.208	0.871470	1
389	6.224	0.908045	1
390	6.240	0.902352	1
391	6.256	0.897939	1
392	6.272	0.884719	1
393	6.288	0.916988	1
394	6.304	0.837724	1
395	6.320	0.861458	1
396	6.336	0.884241	1
397	6.352	0.878499	1
398	6.368	0.867549	1
399	6.384	0.876775	1
400	6.400	0.851842	1
401	6.416	0.857925	1
402	6.432	0.867513	1
403	6.448	0.887410	1
404	6.464	0.894604	1
405	6.480	0.883249	1
406	6.496	0.839120	1
407	6.512	0.831200	1
408	6.528	0.884622	1
409	6.544	0.893864	1
410	6.560	0.864660	1
411	6.576	0.838733	1
412	6.592	0.845283	1
413	6.608	0.845902	1
414	6.624	0.860014	1
415	6.640	0.878991	1
416	6.656	0.872665	1
417	6.672	0.881145	1
418	6.688	0.880468	1
419	6.704	0.892559	1
420	6.720	0.889278	1
421	6.736	0.891900	1
422	6.752	0.890607	1
423	6.768	0.873318	1
424	6.784	0.868091	1
425	6.800	0.846003	1
426	6.816	0.841442	1
427	6.832	0.845986	1
428	6.848	0.860455	1
429	6.864	0.814836	1
430	6.880	0.748625	1
431	6.896	0.797367	1
432	6.912	0.762551	1
433	6.928	0.764607	1
434	6.944	0.773536	1
435	6.960	0.745444	1
436	6.976	0.782914	1
437	6.992	0.788151	1
438	7.008	0.799740	1
439	7.024	0.808367	1
440	7.040	0.821541	1
441	7.056	0.837455	1
442	7.072	0.837404	1
443	7.088	0.874662	1
444	7.104	0.896175	1
445	7.120	0.906177	1
446	7.136	0.891812	1
447	7.152	0.898456	1
448	7.168	0.866612	1
449	7.184	0.885811	1
450	7.200	0.916174	1
451	7.216	0.870340	1
452	7.232	0.884470	1
453	7.248	0.906723	1
454	7.264	0.874339	1
455	7.280	0.876053	1
456	7.296	0.891685	1
457	7.312	0.890268	1
458	7.328	0.879315	1
459	7.344	0.883665	1
460	7.360	0.868200	1
461	7.376	0.917991	1
462	7.392	0.902205	1
463	7.408	0.899835	1
464	7.424	0.892125	1
465	7.440	0.882765	1
466	7.456	0.867625	1
467	7.472	0.879864	1
468	7.488	0.890305	1
469	7.504	0.922222	1
470	7.520	0.930657	1
471	7.536	0.896823	1
472	7.552	0.908697	1
473	7.568	0.917169	1
474	7.584	0.903236	1
475	7.600	0.891016	1
476	7.616	0.905151	1
477	7.632	0.912474	1
478	7.648	0.895489	1
479	7.664	0.892963	1
480	7.680	0.915840	1
481	7.696	0.902731	1
482	7.712	0.899799	1
483	7.728	0.886366	1
484	7.744	0.905116	1
485	7.760	0.906464	1
486	7.776	0.903755	1
487	7.792	0.884829	1
488	7.808	0.894069	1
489	7.824	0.872887	1
490	7.840	0.867603	1
491	7.856	0.881524	1
492	7.872	0.842325	1
493	7.888	0.834939	1
494	7.904	0.860891	1
495	7.920	0.855125	1
496	7.936	0.866214	1
497	7.952	0.873317	1
498	7.968	0.894466	1
499	7.984	0.903567	1
500	8.000	0.923634	1
501	8.016	0.923186	1
502	8.032	0.901115	1
503	8.048	0.868294	1
504	8.064	0.887945	1
505	8.080	0.894885	1
506	8.096	0.877100	1
507	8.112	0.882028	1
508	8.128	0.879670	1
509	8.144	0.868923	1
510	8.160	0.867525	1
511	8.176	0.896120	1
512	8.192	0.876026	1
513	8.208	0.871483	1
514	8.224	0.873410	1
515	8.240	0.876926	1
516	8.256	0.836416	1
517	8.272	0.809759	1
518	8.288	0.815656	1
519	8.304	0.810226	1
520	8.320	0.817742	1
521	8.336	0.853453	1
522	8.352	0.824987	1
523	8.368	0.819319	1
524	8.384	0.821644	1
525	8.400	0.790760	1
526	8.416	0.784185	1
527	8.432	0.777373	1
528	8.448	0.799454	1
529	8.464	0.823302	1
530	8.480	0.788742	1
531	8.496	0.815304	1
532	8.512	0.802207	1
533	8.528	0.713294	1
534	8.544	0.742874	1
535	8.560	0.792369	1
536	8.576	0.798515	1
537	8.592	0.818592	1
538	8.608	0.822772	1
539	8.624	0.812449	1
540	8.640	0.741255	1
541	8.656	0.774590	1
542	8.672	0.793252	1
543	8.688	0.808176	1
544	8.704	0.806498	1
545	8.720	0.762767	1
546	8.736	0.778022	1
547	8.752	0.793352	1
548	8.768	0.792864	1
549	8.784	0.806777	1
550	8.800	0.801282	1
551	8.816	0.813333	1
552	8.832	0.777057	1
553	8.848	0.778092	1
554	8.864	0.789791	1
555	8.880	0.773800	1
556	8.896	0.763927	1
557	8.912	0.790429	1
558	8.928	0.756188	1
559	8.944	0.781720	1
560	8.960	0.739421	1
561	8.976	0.788239	1
562	8.992	0.771925	1
563	9.008	0.768863	1
564	9.024	0.754204	1
565	9.040	0.743199	1
566	9.056	0.725932	1
567	9.072	0.747351	1
568	9.088	0.839253	1
569	9.104	0.840920	1
570	9.120	0.858724	1
571	9.136	0.814975	1
572	9.152	0.817802	1
573	9.168	0.812867	1
574	9.184	0.821735	1
575	9.200	0.832944	1
576	9.216	0.822173	1
577	9.232	0.863136	1
578	9.248	0.859173	1
579	9.264	0.828765	1
580	9.280	0.778536	1
581	9.296	0.819571	1
582	9.312	0.841296	1
583	9.328	0.817764	1
584	9.344	0.901144	1
585	9.360	0.890869	1
586	9.376	0.858848	1
587	9.392	0.861504	1
588	9.408	0.880968	1
589	9.424	0.861231	1
590	9.440	0.773962	1
591	9.456	0.790393	1
592	9.472	0.818450	1
593	9.488	0.803271	1
594	9.504	0.840934	1
595	9.520	0.836069	1
596	9.536	0.840365	1
597	9.552	0.855289	1
598	9.568	0.851054	1
599	9.584	0.781572	1
600	9.600	0.765460	1
601	9.616	0.793781	1
602	9.632	0.840061	1
603	9.648	0.861257	1
604	9.664	0.812340	1
605	9.680	0.865508	1
606	9.696	0.882559	1
607	9.712	0.900940	1
608	9.728	0.933902	1
609	9.744	0.886723	1
610	9.760	0.845886	1
611	9.776	0.849449	1
612	9.792	0.857526	1
613	9.808	0.839558	1
614	9.824	0.858605	1
615	9.840	0.850306	1
616	9.856	0.864434	1
617	9.872	0.884659	1
618	9.888	0.884866	1
619	9.904	0.900319	1
620	9.920	0.880542	1
621	9.936	0.856821	1
622	9.952	0.842524	1
623	9.968	0.860888	1
624	9.984	0.838842	1
625	10.000	0.826402	1
626	10.016	0.803428	1
627	10.032	0.792935	1
628	10.048	0.803458	1
629	10.064	0.820169	1
630	10.080	0.850683	1
631	10.096	0.856290	1
632	10.112	0.845619	1
633	10.128	0.846720	1
634	10.144	0.865690	1
635	10.160	0.879180	1
636	10.176	0.921842	1
637	10.192	0.903031	1
638	10.208	0.832255	1
639	10.224	0.773909	1
640	10.240	0.822308	1
641	10.256	0.769687	1
642	10.272	0.784340	1
643	10.288	0.814616	1
644	10.304	0.812785	1
645	10.320	0.821112	1
646	10.336	0.839008	1
647	10.352	0.843003	1
648	10.368	0.808908	1
649	10.384	0.823066	1
650	10.400	0.831056	1
651	10.416	0.850255	1
652	10.432	0.838208	1
653	10.448	0.847865	1
654	10.464	0.850034	1
655	10.480	0.850498	1
656	10.496	0.792172	1
657	10.512	0.820599	1
658	10.528	0.787996	1
659	10.544	0.780799	1
660	10.560	0.793482	1
661	10.576	0.809237	1
662	10.592	0.822164	1
663	10.608	0.828425	1
664	10.624	0.756592	1
665	10.640	0.687073	1
666	10.656	0.803923	1
667	10.672	0.829841	1
668	10.688	0.805595	1
669	10.704	0.783809	1
670	10.720	0.774850	1
671	10.736	0.799450	1
672	10.752	0.808465	1
673	10.768	0.820270	1
674	10.784	0.802405	1
675	10.800	0.804992	1
676	10.816	0.817913	1
677	10.832	0.818862	1
678	10.848	0.813629	1
679	10.864	0.752236	1
680	10.880	0.787057	1
681	10.896	0.766497	1
682	10.912	0.746443	1
683	10.928	0.761691	1
684	10.944	0.771434	1
685	10.960	0.831458	1
686	10.976	0.861391	1
687	10.992	0.822830	1
688	11.008	0.833282	1
689	11.024	0.818537	1
690	11.040	0.819004	1
691	11.056	0.722844	1
692	11.072	0.595345	1
693	11.088	0.503398	1
694	11.104	0.483023	0
695	11.120	0.645181	1
696	11.136	0.660853	1
697	11.152	0.619430	1
698	11.168	0.689127	1
699	11.184	0.673521	1
700	11.200	0.725147	1
701	11.216	0.676348	1
702	11.232	0.702700	1
703	11.248	0.711900	1
704	11.264	0.735646	1
705	11.280	0.765687	1
706	11.296	0.798562	1
707	11.312	0.827938	1
708	11.328	0.858663	1
709	11.344	0.898865	1
710	11.360	0.884334	1
711	11.376	0.871004	1
712	11.392	0.887607	1
713	11.408	0.894132	1
714	11.424	0.889284	1
715	11.440	0.900256	1
716	11.456	0.895399	1
717	11.472	0.886950	1
718	11.488	0.873530	1
719	11.504	0.878738	1
